0	"Perfect"	Open Input/other anomaly	RS Anomaly	Ic Anomaly	Could not screen. Needs re-mount / re-screen	PCB	LOC	Note	More notes	
w47_r13_c04	x					20220710_B	SHIPPED ON 2022-07-15			
w45_r14_c07	x					20220710_B	SHIPPED ON 2022-07-15			
w47_r11_c04					x	20220710_B	W47 Rescreen	probably bad		
w47_c19_r05					x	20220710_B	W47 Rescreen			
w47_r03_c05					x	20220710_B	W47 Rescreen			
w45_r18_c05			2,4			20220710_B	W45 bad	bad chip		
w45_r14_c04	x					20220710_B	SHIPPED ON 2022-07-15			
w47_r04_c06	x					20220710_B	SHIPPED ON 2022-07-15			
										
w45_r03_c04					x	20220707_C2	W45 Rescreen			
w45_r00_c06					x	20220707_C2	W45 Rescreen			
w45_r05_c06					x	20220707_C2	W45 Rescreen			
w44_r15_c08	x					20220707_C2	SHIPPED ON 2022-07-15			
w44_r13_c02			16			20220707_C2	W45 Bad	funky waveforms		
w45_r05_c05	x		30			20220707_C2	SHIPPED ON 2022-07-15	cross referencing says probably fine		
w44_r15_c07				x		20220707_C2	W45 Bad	row selects all fine, likely bad chip		
w44_r13_c01				x		20220707_C2	W45 Bad	row selects all fine, likely bad chip		
w45_r05_c04	x			x		20220707_C2	SHIPPED ON 2022-07-15	row selects all fine, cross referencing says probably fine		
w44_r15_c06	x					20220707_C2	SHIPPED ON 2022-07-15			
w44_r13_c00	x					20220707_C2	SHIPPED ON 2022-07-15			
w45_r06_c03	x					20220707_C2	SHIPPED ON 2022-07-15			
w44_r06_c05					x	20220707_C2	W44 Rescreen	feedback doesn't work		
w44_r06_c02					x	20220707_C2	W45 Bad	feedback doesn't work	bad chip	
w44_r14_c09	x				x	20220707_C2	SHIPPED ON 2022-07-15	feedback doesn't work	cross referencing says already passed	
w44_r04_c07			4			20220707_C2	W45 Bad			
w44_r07_c08	x					20220707_C2	SHIPPED ON 2022-07-15			
w44_r08_c01	x					20220707_C2	SHIPPED ON 2022-07-15			
w44_r04_c05				x		20220707_C2	W45 Bad	sine waves immediately turn on, most likely bad chip	this or r7c6 is bad	
w44_r07_c07				x		20220707_C2	W45 Bad	sine waves immediately turn on, probably good	this or r4c4 is bad	
w44_r08_c00				x		20220707_C2	W44 Rescreen	sine waves immediately turn on		
w44_r04_c04				x		20220707_C2	W45 Bad	ic col low, row selects all fine, probably good	this ir r4c5 is bad	
w44_r07_c06				x		20220707_C2	W45 Bad	ic col low, row selects all fine, probably bad chip	this or r7c7 is bad	
w44_r09_c09				x		20220707_C2	W44 Rescreen	ic col low, row selects all fine, probably fine		
										
w44_r06_c08					x	20220708_D	W44 Rescreen			
w44_r07_c05					x	20220708_D	W44 Rescreen			
w44_r05_c08					x	20220708_D	W44 Rescreen			
w44_r00_c06			5			20220708_D	W45 Bad	short across feedback and row select		
w44_r07_c03	x					20220708_D	SHIPPED ON 2022-07-15			
w44_r05_c07	x					20220708_D	SHIPPED ON 2022-07-15			
w44_r00_c05				x		20220708_D	W44 Rescreen	iccol always on		
w44_r07_c02				x		20220708_D	W45 Bad	open across feedback?		
w44_r05_c06				x		20220708_D	W44 Rescreen	iccol always on		
w44_r00_c04			5	x		20220708_D	W44 Rescreen	probably a good chip?		
w44_r07_c01				x		20220708_D	W44 Rescreen	probably a good chip		
w44_r05_c05				x		20220708_D	W45 Bad	source of ic col issues		
w44_r04_c03					x	20220708_D	W44 Rescreen			
w44_r07_c00					x	20220708_D	W44 Rescreen			
w44_r05_c04					x	20220708_D	W44 Rescreen			
w44_r04_c02					x	20220708_D	W44 Rescreen			
w44_r08_c09					x	20220708_D	W45 Bad	short across feedback and row select		
w44_r05_c01					x	20220708_D	W44 Rescreen			
w44_r04_c01	x					20220708_D	SHIPPED ON 2022-07-15			
w44_r08_c07	x					20220708_D	SHIPPED ON 2022-07-15			
w44_r05_c03	x					20220708_D	SHIPPED ON 2022-07-15			
w44_r08_c06				x		20220708_D	W44 Rescreen	row selects fine		
w44_r08_c05				x		20220708_D	W44 Rescreen	row selects fine		
w44_r06_c09						20220708_D	W45 Bad	feedback resistance super high		
										
w47_r07_c01					x	20220705_A2	W47 Rescreen			
w47_r06_c03					x	20220705_A2	W47 Rescreen			
w47_r13_c00					x	20220705_A2	W47 Rescreen			
w47_r10_c05	x					20220705_A2	SHIPPED ON 2022-07-15	DS and 10 slightly high		
w47_r16_c01			20, 21			20220705_A2	W47 Rescreen			
w47_r08_c01			31			20220705_A2	W45 Bad			
w47_r04_c04	x					20220705_A2	SHIPPED ON 2022-07-15	DS and 10 slightly high		
w47_r02_c02			20, 21			20220705_A2	W47 Rescreen			
w47_r04_c02	x					20220705_A2	SHIPPED ON 2022-07-15			
w47_r08_c06				x	x	20220705_A2	W47 Rescreen	flatlines	not screened at all yet	
w47_r05_c02				x	x	20220705_A2	W47 Rescreen	flatlines	not screened at all yet	
w47_r09_c03				x	x	20220705_A2	W45 Bad	flatlines	likely bad	
w47_r07_c05				x	x	20220705_A2	W47 Rescreen	flatlines	not screened at all yet	
w47_r11_c06				x	x	20220705_A2	W47 Rescreen	flatlines	not screened at all yet	
w47_r15_c04				x	x	20220705_A2	W45 Bad	flatlines	likely bad	
w47_r01_c04				x	x	20220705_A2	W47 Rescreen	flatlines	not screened at all yet	
w47_r12_c02				x	x	20220705_A2	W47 Rescreen	flatlines	not screened at all yet	
w47_r21_c05				x	x	20220705_A2	W45 Bad	flatlines	likely bad	
w47_r12_c00	x					20220705_A2	SHIPPED ON 2022-07-15	DS and 10 slightly high		
w47_r15_c01	x		21			20220705_A2	SHIPPED ON 2022-07-15	cross references says okay		
w47_r05_c05	x					20220705_A2	SHIPPED ON 2022-07-15			
w47_r06_c01				x	x	20220705_A2	W47 Rescreen	ic col immediately turns on		
w47_r09_c06				x	x	20220705_A2	W47 Rescreen	ic col immediately turns on		
w47_r06_c06				x	x	20220705_A2	W45 Bad	ic col immediately turns on	likely bad	
										
w43_r01_c03	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r05_c03	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r06_c08			24			20220725_B2	W43 Bad	double peak	bad	
w43_r02_c02	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r05_c04	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r06_c07	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r01_c02		x				20220725_B2	W43 Bad	open input	bad	
w43_r05_c05	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r06_c06	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r01_c04	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r00_c05	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r02_c07	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r02_c04					x	20220725_B2	W47-various		rescreen	
w43_r04_c08					x	20220725_B2	W47-various		rescreen	
w43_r04_c05					x	20220725_B2	W47-various		rescreen	
w43_r07_c07					x	20220725_B2	W47-various		rescreen	
w43_r04_c01					x	20220725_B2	W47-various		rescreen	
w43_r03_c04					x	20220725_B2	W47-various		rescreen	
w43_r04_c04	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r05_c06	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r04_c02	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r05_c07	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r07_c09	x					20220725_B2	SHIPPED ON 2022-08-02			
w43_r07_c08	x					20220725_B2	SHIPPED ON 2022-08-02			
										
w43_r10_c06	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r10_c05			15, 16			20220725_I2	W43 Bad	double waves	bad	
w43_r10_c03	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r10_c02	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r11_c09			13			20220725_I2	W43 Bad	a little noisy	bad	
w43_r11_c08	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r11_c07	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r11_c06	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r11_c05	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r11_c04	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r11_c03	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r11_c02	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r11_c01					x	20220725_I2	W47-various		rescreen	
w43_r11_c00					x	20220725_I2	W47-various		rescreen	
w43_r12_c08					x	20220725_I2	W47-various		rescreen	
w43_r12_c07					x	20220725_I2	W47-various		rescreen	
w43_r12_c06					x	20220725_I2	W47-various		rescreen	
w43_r12_c04					x	20220725_I2	W47-various		rescreen	
w43_r12_c05	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r12_c03	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r12_c01	x					20220725_I2	SHIPPED ON 2022-08-02			
w43_r12_c00	x		5			20220725_I2	SHIPPED ON 2022-08-02	row 5 slightly smaller modulation, but mostly fine		
w43_r13_c09			13			20220725_I2	W43 Bad		bad	
w43_r13_c08	x					20220725_I2	SHIPPED ON 2022-08-02			
										
w43_r15_c04			3	x		20220725_J2	W43 Bad	ic col low, row 3 double peaks	bad chip	
w43_r15_c03				x		20220725_J2	W47-various	ic col low	rescreen	
w43_r16_c02			25	x		20220725_J2	W47-various	ic col low	rescreen	
w43_r16_c01			5			20220725_J2	W43 Bad	double peaks	bad chip	
w43_r17_c07	x					20220725_J2	SHIPPED ON 2022-08-02			
w43_r20_c04			25			20220725_J2	W47-various	row 25 connector is faulty	probably good	
w43_r18_c03	x					20220725_J2	SHIPPED ON 2022-08-02			
w43_r18_c04	x					20220725_J2	SHIPPED ON 2022-08-02			
w43_r18_c05			25			20220725_J2	W47-various		probably good	
w43_r20_c06	x					20220725_J2	SHIPPED ON 2022-08-02			
w43_r20_c05	x					20220725_J2	SHIPPED ON 2022-08-02			
w43_r15_c02			25			20220725_J2	W47-various		probably good	
w43_r18_c02					x	20220725_J2	W47-various	row 4 probably has blown amplifier or something	rescreen	
w43_r17_c06					x	20220725_J2	W47-various		rescreen	
w43_r15_c01					x	20220725_J2	W47-various		rescreen	
w43_r19_c07					x	20220725_J2	W47-various	row5 probably has blown amplifier or something	rescreen	
w43_r19_c06					x	20220725_J2	W47-various		rescreen	
w43_r17_c05					x	20220725_J2	W47-various		rescreen	
w43_r16_c08	x					20220725_J2	SHIPPED ON 2022-08-02			
w43_r17_c04	x					20220725_J2	SHIPPED ON 2022-08-02			
w43_r19_c05			25			20220725_J2	W47-various		probably good	
w43_r17_c03	x					20220725_J2	SHIPPED ON 2022-08-02			
w43_r16_c05			20			20220725_J2	W43 Bad	double peaks	bad chip	
w43_r16_c06			25,27			20220725_J2	W43 Bad	rs 27 doublw peaks	bad chip	
										
w42_r00_c06						20220725_A2	W47-various	not getting iccol reading	probably good	
w42_r01_c06						20220725_A2	W42 Rescreen	not getting iccol reading	probably bad	
w42_r01_c03						20220725_A2	W47-various	not getting iccol reading	probably good	
w42_r02_c06						20220725_A2	W47-various	row 1 probably has blown amplifier or something	already good	
w42_r02_c03						20220725_A2	W42 Rescreen		rescreen	
w42_r02_c02						20220725_A2	W47-various		probably good	
w42_r04_c08	x					20220725_A2	SHIPPED ON 2022-08-02			
w42_r04_c07			16, 21			20220725_A2	W47-various		rescreen	
w42_r03_c07	x					20220725_A2	SHIPPED ON 2022-08-02			
w42_r03_c02					x	20220725_A2	W47-various	not getting iccol reading	already good	
w42_r03_c03					x	20220725_A2	W47-various	not getting iccol reading	probably good	
w42_r15_c08					x	20220725_A2	W42 Rescreen	not getting iccol reading	rescreen	
w42_r01_c02					x	20220725_A2	W47-various	row 4 probably has blown amplifier or something	probably good	
w42_r00_c04		x			x	20220725_A2	W42 Rescreen		rescreen	
w42_r15_c03					x	20220725_A2	W47-various		rescreen	
w42_r06_c07					x	20220725_A2	W47-various	row 5 probably has blown amplifier or something	rescreen	
w42_r09_c05					x	20220725_A2	W42 Rescreen		rescreen	
w42_r15_c05					x	20220725_A2	W47-various		rescreen	
w42_r06_c08	x					20220725_A2	SHIPPED ON 2022-08-02			
w42_r15_c02			16, 21			20220725_A2	W42 Rescreen		rescreen	
w42_r09_c06			25			20220725_A2	W43 Bad	double peaks	bad chip	
w42_r06_c09				x	x	20220725_A2	W42 Rescreen	not getting iccol reading	rescreen	
w42_r09_c07				x	x	20220725_A2	W42 Rescreen	not getting iccol reading	rescreen	
w42_r15_c06				x	x	20220725_A2	W42 Rescreen	not getting iccol reading	rescreen	
										
w42_r14_c05						20220725_C2	W42 Rescreen	iccol turn on too quickly		might need more helium
w44_r13_c07			18			20220725_C2	W44 Bad	iccol turn on too quickly	bad chip	
w43_r07_c04						20220725_C2	W43 Rescreen	iccol turn on too quickly		
w42_r07_c02				x		20220725_C2	W42 Rescreen	iccol turn on too quickly		
w43_r06_c00				x		20220725_C2	W43 Rescreen	iccol turn on too quickly	probably bad	
w42_r14_c08				x		20220725_C2	W42 Rescreen	iccol turn on too quickly		
w42_r16_c08				x		20220725_C2	W42 Rescreen	small modulation		
w42_r07_c00				x		20220725_C2	W42 Rescreen	small modulation		
w42_r15_c07				x		20220725_C2	W42 Rescreen	small modulation		
w43_r06_c09				x		20220725_C2	W43 Bad	small modulation	bad chip	
w43_r07_c03				x		20220725_C2	W43 Rescreen	small modulation		
w42_r14_c01				x		20220725_C2	W42 Rescreen	small modulation		
w42_r06_c00					x	20220725_C2	W42 Rescreen	row 4 probably has blown amplifier or something	likely bad chip	
w42_r07_c01					x	20220725_C2	W42 Rescreen			
w42_r15_c04					x	20220725_C2	W42 Rescreen			
w42_r13_c05					x	20220725_C2	W42 Rescreen	row 5 probably has blown amplifier or something		
w44_r05_c04					x	20220725_C2	W44 Rescreen			
w42_r21_c04				X5	x	20220725_C2	W42 Rescreen			
w43_r05_c02				x	x	20220725_C2	W43 Bad	iccol turned on immediately	bad chip	
w42_r07_c08				x	x	20220725_C2	W42 Rescreen	iccol turned on immediately		
w43_r06_c02				x	x	20220725_C2	W43 Bad	iccol turned on immediately	bad chip	
w43_r04_c03				x	x	20220725_C2	W43 Rescreen	not getting iccol reading		
w42_r20_c04				x	x	20220725_C2	W42 Rescreen	not getting iccol reading		
w43_r07_c06				x	x	20220725_C2	W43 Rescreen	not getting iccol reading	probably bad	
										
w43_r08_c02					x	20220725_D2	W43 Bad	not getting iccol reading	bad	might need more helium, multimeter reading at 100 ohms
w43_r05_c01					x	20220725_D2	W43 Rescreen	not getting iccol reading		
w44_r04_c03					x	20220725_D2	W44 Rescreen	not getting iccol reading		
w42_r14_c06					x	20220725_D2	W42 Rescreen	not getting iccol reading		
w42_r21_c05					x	20220725_D2	W42 Rescreen	not getting iccol reading		
w43_r09_c09					x	20220725_D2	W43 Rescreen	not getting iccol reading		
w43_r06_c05					x	20220725_D2	W43 Rescreen	not getting iccol reading		
w42_r15_c01					x	20220725_D2	W42 Rescreen	not getting iccol reading		
w42_r14_c09					x	20220725_D2	W42 Bad	not getting iccol reading	bad	
w42_r14_c02					x	20220725_D2	W42 Rescreen	not getting iccol reading		
w42_r14_c03					x	20220725_D2	W42 Rescreen	not getting iccol reading		
w43_r06_c04					x	20220725_D2	W43 Bad	not getting iccol reading	bad	
w44_r07_c00					x	20220725_D2	W44 Rescreen	not getting iccol reading		
w43_r06_c01					x	20220725_D2	W43 Rescreen	not getting iccol reading		
w42_r20_c06					x	20220725_D2	W42 Rescreen	not getting iccol reading		
w42_r14_c07					x	20220725_D2	W42 Rescreen	not getting iccol reading		
w43_r05_c08					x	20220725_D2	W43 Rescreen	not getting iccol reading		
w42_r07_c09					x	20220725_D2	W42 Rescreen	not getting iccol reading		
w43_r08_c01					x	20220725_D2	W43 Rescreen	not getting iccol reading		
w42_r19_c02					x	20220725_D2	W42 Bad	not getting iccol reading	bad	
w43_r07_c01					x	20220725_D2	W43 Rescreen	not getting iccol reading		
w42_r13_c02					x	20220725_D2	W42 Bad	not getting iccol reading	bad	
w43_r07_c00					x	20220725_D2	W43 Rescreen	not getting iccol reading		
w42_r14_c04					x	20220725_D2	W42 Rescreen	not getting iccol reading		
										
w43_r13_c07			2,3			20220725_H2	W47-various	probably good,	rescreen	
w43_r13_c06			11			20220725_H2	W47-various	probably good,	rescreen	
w43_r13_c05			31,32			20220725_H2	W47-various	probably good,	rescreen	
w43_r13_c04	x					20220725_H2	SHIPPED ON 2022-08-02	ic col 12.3		
w43_r14_c04	x					20220725_H2	SHIPPED ON 2022-08-02	ic col 12.3		
w43_r13_c03	x					20220725_H2	SHIPPED ON 2022-08-02	ic col 12.3		
w43_r14_c03	x					20220725_H2	SHIPPED ON 2022-08-02			
w43_r13_c02	x					20220725_H2	SHIPPED ON 2022-08-02			
w43_r13_c01	x					20220725_H2	SHIPPED ON 2022-08-02			
w43_r13_c00				x		20220725_H2	W47-various	iccol immediately on, shorted to output	rescreen	
w43_r14_c06				x		20220725_H2	W47-various	iccol immediately on	rescreen	
w43_r14_c09				x		20220725_H2	W43 Bad	iccol immediately on, likely bad	bad	
w43_r14_c08					x	20220725_H2	W47-various		rescreen	
w43_r14_c07					x	20220725_H2	W47-various		rescreen	
w43_r14_c02					x	20220725_H2	W47-various		rescreen	
w43_r14_c01					x	20220725_H2	W47-various		rescreen	
w43_r14_c00					x	20220725_H2	W43 Bad	likely bad	bad	
w43_r15_c08					x	20220725_H2	W47-various		rescreen	
w43_r15_c07	x					20220725_H2	SHIPPED ON 2022-08-02			
w43_r15_c06			17			20220725_H2	W43 Bad	probably still usable?	bad	
w43_r15_c05	x					20220725_H2	SHIPPED ON 2022-08-02			
w43_r21_c04			2,3			20220725_H2	W43 Bad	shorted between rs2 and 3	bad	
w43_r20_c03	x					20220725_H2	SHIPPED ON 2022-08-02			
w43_r21_c05					x	20220725_H2	W43 Bad	fb open	bad	
										
w44_r18_c07			4,8			20220725_F2	W44 Bad		bad	
w44_r17_c05	x					20220725_F2	SHIPPED ON 2022-08-02			
w44_r16_c01			30			20220725_F2	W44 Bad	still usable	bad	
w44_r16_c07	x					20220725_F2	SHIPPED ON 2022-08-02			
w44_r18_c06	x					20220725_F2	SHIPPED ON 2022-08-02			
w44_c18_c04	x					20220725_F2	SHIPPED ON 2022-08-02			
w44_r15_c01	x					20220725_F2	SHIPPED ON 2022-08-02			
w44_r16_c06			12,19			20220725_F2	W44 Bad		bad	
w44_r16_c04	x					20220725_F2	SHIPPED ON 2022-08-02			
w44_r19_c03	x					20220725_F2	SHIPPED ON 2022-08-02			
w44_r16_c03	x					20220725_F2	SHIPPED ON 2022-08-02			
w44_r16_c08	x					20220725_F2	SHIPPED ON 2022-08-02			
w44_r19_c06					x	20220725_F2	W47-various		rescreen	
w44_r17_c03					x	20220725_F2	W47-various		rescreen	
w44_r19_c05					x	20220725_F2	W47-various		rescreen	
w44_r18_c05					x	20220725_F2	W47-various		rescreen	
w44_r17_c07					x	20220725_F2	W47-various		rescreen	
w44_r19_c04					x	20220725_F2	W47-various		rescreen	
w44_r17_c02				x		20220725_F2	W44 Rescreen	really low modulation	rescreen, prob bad	
w44_r16_c02				x		20220725_F2	W44 Rescreen	really low modulation	rescreen, prob bad	
w44_r19_c02				x		20220725_F2	W44 Rescreen	really low modulation	rescreen, prob bad	
w44_r17_c06	x					20220725_F2	SHIPPED ON 2022-08-02			
w44_r17_c04	x					20220725_F2	SHIPPED ON 2022-08-02			
w44_r18_c02			29			20220725_F2	W43 Bad			
										
w43_r19_c03	x					20220725_E2	SHIPPED ON 2022-08-02			
w43_r16_c04	x					20220725_E2	SHIPPED ON 2022-08-02			
w43_r17_c02	x					20220725_E2	SHIPPED ON 2022-08-02			
w43_r18_c07	x					20220725_E2	SHIPPED ON 2022-08-02			
w43_r16_c03			13			20220725_E2	W43 Bad	slight double peak	prob bad	
w43_r19_c02			26			20220725_E2	W43 Bad	flatline	bad	
w44_r21_c04				x	x	20220725_E2	W44 Bad	ic col immediately turns on	bad	
w44_r00_c05				x	x	20220725_E2	W47-various		rescreen	
w44_r07_c01				x	x	20220725_E2	W44 Rescreen		probably bad	
w44_r05_c06	x					20220725_E2	SHIPPED ON 2022-08-02			
w44_r08_c06			12			20220725_E2	W44 Bad	triple peak	bad	
w44_r20_c03	x					20220725_E2	SHIPPED ON 2022-08-02			
w45_r04_c04					x	20220725_E2	W45 Rescreen		probably bad	
w44_r08_c05					x	20220725_E2	W47-various		rescreen	
w45_r06_c01					x	20220725_E2	W45 Bad		bad	
w45_r06_c04					x	20220725_E2	W45 Bad		bad	
w44_r04_c02					x	20220725_E2	W44 Bad		bad	
w44_r05_c01					x	20220725_E2	W47-various		rescreen	
w44_r05_c08	x					20220725_E2	SHIPPED ON 2022-08-02			
w45_r06_c05			15			20220725_E2	W45 Bad	double peak	bad	
w44_r07_c05	x					20220725_E2	SHIPPED ON 2022-08-02			
w44_r06_c08					x	20220725_E2	W44 Rescreen		rescreen	
w44_r20_c05					x	20220725_E2	W44 Rescreen		prob bad	
w44_r00_c04					x	20220725_E2	W44 Rescreen		rescreen	
										
w43_r14_c08	x					20220808_D2	SHIPPED ON 2022-08-16			
w44_r19_c06	x					20220808_D2	SHIPPED ON 2022-08-16			
w42_r15_c03					bypassed	20220808_D2	W42 Bad		bad	
w43_r14_c07	x					20220808_D2	SHIPPED ON 2022-08-16			
w44_r17_c03			18			20220808_D2	W44 Bad		bad	
w42_r06_c07	x					20220808_D2	SHIPPED ON 2022-08-16			
w43_r14_c02				x	bypassed	20220808_D2	W43 Bad		bad	
w44_r19_c05			16	x		20220808_D2	W44 Bad		bad	
w42_r15_c05	x			x		20220808_D2	SHIPPED ON 2022-08-16			
w43_r14_c01			4			20220808_D2	W41-45 Rescreen		bad wirebond, can rescreen	
w44_r18_c05	x					20220808_D2	SHIPPED ON 2022-08-16			
w44_r08_c05	x					20220808_D2	SHIPPED ON 2022-08-16			
w43_r15_c08				x	bypassed 	20220808_D2	W43 Bad		bad	
w44_r17_c07			12,13	x		20220808_D2	W44 Bad			
w44_r05_c01				x	bypassed	20220808_D2	W44 Bad		bad	
w44_r00_c05					bypassed	20220808_D2	W44 Bad		bad	
w44_r19_c04	x					20220808_D2	SHIPPED ON 2022-08-16			
w42_r04_c07	x					20220808_D2	SHIPPED ON 2022-08-16			
										
w41_r03_c03			4			20220808_B	W41-45 Rescreen		bad wirebond, can rescreen	
w41_r03_c04	x					20220808_B	SHIPPED ON 2022-08-16			
w41_r18_c07			25			20220808_B	W41 Bad		bad	
w41_r18_c05		x	4			20220808_B	W41-45 Rescreen		bad wirebond, can rescreen	
w41_r19_c07					bypassed	20220808_B	W41 Bad		bad	
w41_r19_c02					bypassed	20220808_B	W41 Bad		bad	
w41_r15_c06		x	4			20220808_B	W41-45 Rescreen		bad wirebond, can rescreen	
w41_r14_c00					bypassed	20220808_B	W41 Bad		bad	
w41_r14_c05		x				20220808_B	W41-45 Rescreen			
w41_r14_c06					bypassed	20220808_B	W41 Bad		bad	
w41_r21_c05					bypassed	20220808_B	W41 Bad		bad	
w41_r20_c06	x					20220808_B	SHIPPED ON 2022-08-16			
w41_r21_c04					bypassed	20220808_B	W41 Bad		bad	
w41_r09_c08	x					20220808_B	SHIPPED ON 2022-08-16			
w41_r09_c07	x					20220808_B	SHIPPED ON 2022-08-16			
w41_r08_c05			4,7			20220808_B	W41 Bad		bad	
w41_r10_c08			15			20220808_B	W41 Bad		bad	
w41_r11_c07	x					20220808_B	SHIPPED ON 2022-08-16			
										
w43_r02_c04					x	20220808_B2	W41-45 Rescreen	ssa not working	can rescreen	
w43_r11_c01					x	20220808_B2	W41-45 Rescreen	ssa not working	can rescreen	
w43_r15_c03					x	20220808_B2	W41-45 Rescreen	ssa not working	can rescreen	
w43_r04_c08	x					20220808_B2	SHIPPED ON 2022-08-16			
w43_r11_c00	x					20220808_B2	SHIPPED ON 2022-08-16			
w43_r16_c02			24			20220808_B2	W43 Bad			
w43_r04_c05	x					20220808_B2	SHIPPED ON 2022-08-16			
w43_r12_c08	x					20220808_B2	SHIPPED ON 2022-08-16			
w43_r20_c04	x					20220808_B2	SHIPPED ON 2022-08-16			
w43_r07_c07	x					20220808_B2	SHIPPED ON 2022-08-16			
w43_r12_c07			21			20220808_B2	W43 Bad			
w43_r18_c05	x					20220808_B2	SHIPPED ON 2022-08-16			
w43_r04_c01	x					20220808_B2	SHIPPED ON 2022-08-16	reversed  modulation and noisy		
w43_r12_c04			19			20220808_B2	W43 Bad			
w43_r15_c02	x					20220808_B2	SHIPPED ON 2022-08-16			
w43_r03_c04	x					20220808_B2	SHIPPED ON 2022-08-16			
w43_r12_c06	x		12			20220808_B2	SHIPPED ON 2022-08-16	mostly fine		
w43_r15_c01			26, 28, 29			20220808_B2	W43 Bad			
										
w43_r17_c06	x					20220808_C2	SHIPPED ON 2022-08-16			
w42_r00_c06	x					20220808_C2	SHIPPED ON 2022-08-16			
w42_r01_c02	x					20220808_C2	SHIPPED ON 2022-08-16			
w43_r18_c02	x			x		20220808_C2	SHIPPED ON 2022-08-16			
w42_r01_c03	x			x		20220808_C2	SHIPPED ON 2022-08-16	rs 21 slightly noisy, mostly okay, cross reference says okay		
w43_r13_c07			25	x		20220808_C2	W43 Bad			
w43_r19_c07			9	x		20220808_C2	W43 Bad	strong double peaks		
w42_r02_c06	x		17	x		20220808_C2	SHIPPED ON 2022-08-16	double peaks, cross reference says okay		
w43_r13_c06	x			x		20220808_C2	SHIPPED ON 2022-08-16	slight double peak on 28, cross reference says okay		
w43_r19_c06	x					20220808_C2	SHIPPED ON 2022-08-16	mostly fine, slight double peak on 5		
w42_r02_c02	x					20220808_C2	SHIPPED ON 2022-08-16	mostly fine, slight double peak on 16		
w43_r13_c05			22			20220808_C2	W43 Bad	ok ish		
w43_r17_c05			2,3	x		20220808_C2	W43 Bad			
w42_r03_c02	x			x		20220808_C2	SHIPPED ON 2022-08-16	cross reference says okay		
w43_r13_c00	x			x		20220808_C2	SHIPPED ON 2022-08-16			
w43_r19_c05	x					20220808_C2	SHIPPED ON 2022-08-16			
w42_r03_c03	x		17			20220808_C2	SHIPPED ON 2022-08-16	double peaks, cross reference says okay		
w43_r14_c06	x					20220808_C2	SHIPPED ON 2022-08-16	mostly fine, slight double peak on 28		
										
w41_r11_c05	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r11_c01	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r08_c02	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r06_c03	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r09_c06	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r10_c07			30			20220808_D	W41 Bad	double peaks and noisy		
w41_r09_c05			7			20220808_D	W41 Bad	double peaks and noisy		
w41_r08_c04	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r09_c09	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r09_c01			9			20220808_D	W41-45 Rescreen	bad wirebonds, redo		
w41_r10_c06			20			20220808_D	W41-45 Rescreen	bad wirebonds, redo		
w41_r05_c03	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r05_c07	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r05_c06	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r06_c05	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r06_c07	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r07_c07	x					20220808_D	SHIPPED ON 2022-08-16			
w41_r06_c00	x					20220808_D	SHIPPED ON 2022-08-16			
										
w41_r12_c05	x					20220808_A	SHIPPED ON 2022-08-16			
w41_r11_c00	x					20220808_A	SHIPPED ON 2022-08-16			
w41_r12_c06					bypassed	20220808_A	W41 Bad			
w41_r10_c01	x					20220808_A	SHIPPED ON 2022-08-16			
